,0
0,6.339505300000002
1,-38.888565899999996
2,11.177221399999993
3,10.934249400000002
4,-13.582101099999994
5,-21.5765154
6,-18.07083269999999
7,53.50252029999999
8,5.933348200000002
9,-7.4874151000000015
10,18.7769014
11,48.4453405
12,-6.033277900000007
13,10.499207800000008
14,-20.99302989999999
15,24.335209799999998
16,-2.4027159999999927
17,-39.902416800000005
18,30.061234000000002
19,20.1299229
20,10.916896500000009
21,-26.4617326
22,19.176697599999997
23,-1.5864677000000103
24,8.946453499999993
25,21.7863015
26,-20.24174560000001
27,16.91890740000001
28,-33.47770740000001
29,34.5050702
30,19.728286000000004
31,-42.58123340000001
32,18.151186099999993
33,21.5067415
34,-26.365106
35,-44.54440500000001
36,16.04508460000001
37,21.902683
38,-17.195992400000005
39,-23.12479189999999
40,17.620309799999994
41,2.0152422000000016
42,2.6431449999999894
43,-29.843298900000008
44,-62.62483400000001
45,1.3146100999999915
46,-20.534597000000005
47,-256.27948819999995
48,17.575106599999998
49,39.40048060000001
50,11.763364599999989
51,23.7331918
52,12.205848599999989
53,-7.612439000000002
54,25.118999800000005
55,-5.959687800000009
56,-7.996877900000006
57,-4.904564900000006
58,-35.5712879
59,8.049812800000009
60,-14.481042399999993
61,10.476914800000001
62,-2.0740824000000053
63,-21.097756799999992
64,2.602656000000006
65,25.212192399999992
66,3.700796000000009
67,-7.519768699999995
68,11.74395369999999
69,-11.034259599999995
70,7.873577300000006
71,-36.82412660000001
72,-10.71552280000001
73,21.950748300000008
74,1.3954143000000103
75,21.750755599999994
76,-17.573798800000002
77,-133.22583079999998
78,-59.53325779999999
79,-42.10069949999999
80,-139.08503369999997
81,-26.353539799999997
82,-73.80752060000002
83,-157.2925389
84,2.948183300000005
85,1.60539440000001
86,2.9964149000000124
87,9.753535399999999
88,6.798164399999999
89,-0.9821201000000053
90,4.587385600000003
91,2.0327613999999996
92,9.155730999999998
93,-1.030795600000003
94,6.400395800000008
95,3.906876600000005
96,0.553140700000001
97,-0.5963042999999981
98,0.9212192999999989
99,-0.43373620000000024
100,8.091932200000002
101,1.5410925999999976
102,1.2592668999999965
103,3.9645827000000047
104,-0.4797473000000032
105,1.8436934999999979
106,2.4287232000000074
107,3.082679799999989
108,2.2757301999999946
109,8.274705900000006
110,6.623221299999999
111,0.1021568999999991
112,4.063633200000004
113,0.8950444999999991
114,0.19059470000000323
115,0.37867729999999433
116,7.562216600000003
117,8.140756399999995
118,7.685025500000008
119,0.7565926999999948
120,5.234612099999992
121,-1.1901975000000073
122,4.461408399999993
123,9.821546000000005
