,0
0,0.002163697092742556
1,0.004188613251900453
2,0.004241786717381402
3,0.011217455041845348
4,0.007987078215230703
5,0.01870475670424554
6,0.028447746742713775
7,0.028761478664793394
8,0.016819363757377026
9,0.009990519522419472
10,0.01660328062748917
11,0.014868079362734044
12,0.018123648535060877
13,0.014397962082077775
14,0.4877400555250029
15,0.030218046043740454
16,0.07890909900294396
17,0.06473284626082787
18,0.02253645221254086
19,0.021611832075860704
20,0.020465740483667005
21,0.0306333121723803
22,0.026761147091199255
23,0.028233639087318796
24,0.027423301787508514
25,0.030819880722784188
26,0.033433048147017974
27,0.03474924490945286
28,0.037544631240733484
29,0.025626970131003013
30,0.0284113709983016
31,0.03497782743216904
32,0.03281068812642918
33,0.04311986206086216
34,0.03847827148112337
35,0.021517782107078443
36,0.019913301903786707
37,0.03214749128622163
38,0.03442855120837063
39,0.05093580484643301
40,0.04734240505119258
41,0.167732223669105
42,0.30617157912800774
43,0.03172143422377305
44,0.12835953245127563
45,0.06670152713165933
46,0.035074463499992437
47,0.09798035121938753
48,0.04797421118963552
49,0.045755425425523466
50,0.08001436510472137
51,0.07734423616098285
52,0.03881560786485183
53,0.02925747255086364
54,0.04582555261493271
55,0.07767600603085123
56,0.03449096825746922
57,0.0531867686544274
58,0.037465703778755355
59,0.05426061656818826
60,0.02532406734629733
61,0.04186387413427406
62,0.04548460583092728
63,0.02937080136538528
64,0.022926089623036106
65,0.021531070566808364
66,0.027684839175259324
67,0.028092457747305843
68,0.02800145345354732
69,0.027349821076503744
70,0.022624203277813226
71,0.037905247395619845
72,0.028959692168885276
73,0.029937245890265807
74,0.03442089255375036
75,0.03547275832311225
76,0.03750845201765385
77,0.02667292735075888
78,0.03499469296695601
79,0.04414957017835519
80,0.03751109189136681
81,0.03620097250016663
82,0.04276237118660742
83,0.021170348259029304
84,0.01744103182569523
85,0.018731811260377373
86,0.018904866363802064
87,0.016661575438523535
88,0.021797906657159416
89,0.08077292687432758
90,0.012621468493111632
91,0.019597292325321813
92,0.022288980867468222
93,0.013789998894023547
94,0.02819390770314012
95,0.024870837539909818
96,0.021392323745698327
97,0.020188937763614856
98,0.024012785476703158
99,0.010888027558081603
100,0.01666244242692594
101,0.02181703417086389
102,0.02363925055049343
103,0.019640607976642688
104,0.06526347522023412
105,0.024228901415346726
106,0.016059925739200676
107,0.01648857683261795
108,0.016970399123802604
109,0.019417934708054307
110,0.08304253384317795
111,0.01899296164333819
112,0.01800653232399707
113,0.02754948078253916
114,0.01586189787676373
115,0.019625154162846048
116,0.019239350063696925
117,0.02026726479939045
118,0.015813232771872965
119,0.012306133204625258
120,0.016484262196059696
121,0.014701002944126795
122,0.01694987113628965
123,0.011296336377773386
